"IncomeGroup","ChildrenInHH","Homeownership","PrizmCode","MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn"
2,"No","Known","Suburban",249,30,30,0,0,0,2,19,4,35,2,2,335,22,44,0
3,"No","Unknown","Rural",148,30,30,0,0,0,1.7,12.7,3.7,33,1,1,343,66,44,0
6,"No","Known","Suburban",236,72.1,80,2.23,0,0,7.3,26,0,31,2,2,140,76,44,0
0,"No","Unknown","Other",135,91.32,55,0.25,0,34.8,0.3,3,0,33,1,1,538,42,44,1
6,"No","Known","Other",412,63.59,50,2.23,44,0.2,8,24,1,35,1,1,324,52,44,0
5,"No","Known","Town",1780,184.62,116,15.1,266,0,31,213,1,33,2,1,335,60,44,1
7,"No","Known","Suburban",583,63.34,50,0.74,42,0,5,39.3,0.3,37,2,2,460,26,26,0
5,"No","Known","Suburban",378,21.17,20,0.99,0,0,7.7,15.7,0,31,2,2,350,28,44,0
6,"Yes","Known","Suburban",1078,100.49,60,2.72,159,0,6.7,55,0,37,2,2,1042,42,44,0
8,"No","Known","Town",65,34.12,32,0,1,0,0.3,5,0,37,2,2,1122,60,60,0
9,"Yes","Known","Suburban",62,37.4,45,0.25,1,1.8,1,7,0,33,2,2,271,48,44,0
0,"No","Unknown","Other",584,57.59,60,0,6,5.8,3.3,55.3,0.3,35,1,1,1061,42,44,0
4,"No","Known","Suburban",211,37.54,35,0,0,0,0.7,11,0,35,1,1,697,44,44,1
8,"No","Known","Rural",212,35.55,30,3.46,2,0,4,12,2.3,31,1,1,953,46,40,0
9,"No","Known","Suburban",116,31.12,30,0,0,0.1,0,8,0,31,1,1,953,60,44,1
9,"Yes","Known","Suburban",369,59.3,30,0,65,0,5.3,6,0,31,1,1,353,42,42,0
6,"No","Known","Other",47,19.11,20,0.25,0,0,0.3,2,0,33,1,1,1015,36,36,0
6,"No","Known","Suburban",166,32.78,32,0,0,0,1.3,35,0,31,2,2,953,32,44,0
7,"No","Known","Town",581,50.44,60,0,0,0,3.7,26.3,0.7,31,1,1,158,48,44,0
5,"No","Known","Other",552,50.48,59,0.25,0,0,0.3,42.7,1,33,1,1,463,42,70,0
9,"No","Known","Town",286,44.29,30,0.99,38,0,1.7,4.3,0,33,1,1,1014,32,32,1
9,"Yes","Known","Suburban",222,33.64,42,1.49,0,0,2,21.7,0,31,2,2,935,42,40,1
5,"Yes","Known","Suburban",1677,104.92,95,2.23,42,7.2,2.3,29.3,3.3,33,1,1,55,28,26,0
3,"No","Known","Other",60,30.57,40,0,2,0,0.3,10.3,0,33,1,1,272,62,62,0
3,"No","Known","Rural",23,17.25,17,0,0,0,0,3,0,35,2,2,392,78,80,0
3,"No","Known","Rural",586,63.99,38,0,54,0,19,46,0,37,3,2,376,36,32,1
7,"No","Known","Other",538,72.53,30,4.21,80,0,7.3,16.7,3,33,2,1,197,44,44,0
2,"No","Known","Other",558,64.7,50,0,49,0,6.3,22,2.3,35,2,2,1060,44,44,0
7,"Yes","Known","Other",590,56.38,50,2.23,0,0,10.3,37.3,0,33,1,1,216,52,50,0
1,"No","Unknown","Other",555,51.43,60,0.99,0,0,3.3,45,0,31,2,2,313,42,44,0
8,"No","Known","Town",7,18.27,17,0,0,1.3,0,0,0,37,1,1,1121,46,44,0
7,"No","Known","Other",135,42.9,30,0,11,7.2,0,6.3,0,35,1,1,629,58,46,1
0,"No","Unknown","Other",436,52.15,45,0.99,12,3,2.3,20.3,0,35,2,2,723,42,44,1
0,"No","Unknown","Suburban",1159,124.88,76,1.24,158,0,17.3,88,14.3,31,1,1,516,42,44,0
0,"No","Unknown","Suburban",35,30.71,30,0,0,0.6,2,4.3,1,33,3,3,68,42,44,0
1,"No","Unknown","Other",1481,200.9,126,8.41,150,0.1,21.3,189.7,2.3,33,1,1,163,32,44,0
2,"No","Unknown","Other",1267,111.4,69,1.49,116,1.7,9,27.3,0,37,2,1,60,42,44,0
7,"No","Known","Suburban",715,96.73,70,6.19,79,5,9.7,30.3,0,35,1,1,239,54,44,0
6,"Yes","Known","Suburban",249,10.63,10,0.25,0,0,2.3,6,0,35,4,3,247,54,48,0
5,"No","Unknown","Suburban",318,48.59,32,0.25,63,0,2.3,25,0.7,35,3,3,600,40,44,1
9,"No","Known","Suburban",239,34.74,32,2.72,0,1.1,2,7.7,0,35,2,2,617,44,40,0
3,"Yes","Known","Rural",231,89.07,95,0,8,0.9,1.7,13.7,0,35,2,2,731,40,34,0
9,"No","Known","Suburban",1114,167.86,60,2.23,304,3.3,21.7,65,3.7,31,1,1,451,22,44,0
7,"No","Known","Suburban",179,35.8,35,0,0,0.1,0,9.7,0,31,2,2,359,50,44,0
5,"Yes","Known","Town",426,134.16,85,0,0,45.9,1.7,30,0.7,33,3,3,44,54,48,0
4,"No","Known","Town",364,38.04,35,1.24,0,0,1,12.7,0,35,1,1,1059,52,44,1
9,"No","Known","Other",327,55.33,47,2.48,6,0.3,4.3,7,0,31,2,2,28,40,44,0
0,"No","Unknown","Other",104,29.99,50,0,0,0,2.7,7,0,33,1,1,738,42,44,1
5,"No","Known","Other",273,50,50,0,0,0,0.3,23,0,33,1,1,711,60,44,0
9,"No","Known","Other",393,70.98,70,3.46,0,1,23.7,29,0,33,1,1,358,40,50,0
6,"Yes","Known","Other",226,30.37,29,0,1,1.1,1.3,40.3,0,35,1,1,1058,36,36,1
6,"No","Known","Suburban",278,58.46,18,1.73,136,0,1,21.3,0,31,1,1,347,44,44,0
5,"No","Known","Town",199,42.25,45,0.74,0,3.3,3.3,12,0.7,33,2,1,298,64,44,0
6,"No","Known","Other",1511,158.59,10,10.64,390,0.4,13.7,100,3.7,37,3,3,46,32,44,1
9,"No","Known","Suburban",908,102.05,75,1.24,84,1.4,5.3,22.3,0,33,1,1,141,32,34,0
9,"No","Known","Suburban",87,32.49,32,0,0,0,2,4.7,0.7,33,2,2,454,38,40,0
9,"Yes","Known","Other",215,46.68,30,1.73,29,0,7,19.3,1,37,1,1,1120,50,48,1
0,"No","Unknown","Suburban",470,31.44,30,0,4,0,4.3,16.7,0,33,1,1,486,42,44,1
0,"No","Unknown","Other",654,72.62,50,0.74,88,0,7.7,35.7,0,35,1,1,245,42,44,0
4,"Yes","Known","Town",28,30.27,30,0,0,0,0.7,1.7,0,31,1,1,865,42,44,0
0,"No","Unknown","Other",195,34.99,45,0,0,0,1.3,80.3,0,37,1,1,825,42,44,0
9,"Yes","Known","Town",410,102.07,35,0,203,0.1,4.3,10.7,0.3,33,2,1,240,56,46,1
1,"No","Known","Other",1732,68.46,85,0,30,0.3,6.3,26,2.7,33,1,1,123,36,44,0
6,"No","Known","Other",409,58.15,55,1.73,0,0,6,7.7,1,37,1,1,140,26,44,0
7,"Yes","Known","Town",604,39.42,45,0,9,0.9,9,22.3,0,31,1,1,203,50,42,0
9,"Yes","Known","Suburban",225,47.99,50,0.5,0,0,4,5.7,0.3,33,2,2,465,58,56,1
7,"Yes","Known","Other",532,58.06,50,0.25,31,0,19.7,18.3,0,33,1,1,653,52,42,1
6,"Yes","Known","Town",106,36.33,30,0.25,0,8.6,1.3,2.3,0,33,2,1,1012,42,18,0
6,"Yes","Known","Other",234,85.09,95,0,0,0.1,0,9.7,0,33,6,4,786,58,60,1
5,"No","Known","Rural",402,50.66,46,3.46,0,0.5,0.7,16.7,0,31,2,2,480,32,24,0
0,"No","Unknown","Other",1201,71.03,60,1.24,50,0,9,20.7,3.7,35,1,1,366,42,44,1
6,"No","Known","Other",296,33.42,32,0.25,0,0.4,1,18.7,0,31,2,2,200,58,50,0
9,"No","Known","Suburban",237,56.21,30,0.99,43,6.6,3,5.7,0,31,1,1,571,54,50,1
6,"Yes","Known","Suburban",283,38.56,45,2.23,0,0,4.3,12.3,0,37,2,2,1119,28,30,0
5,"Yes","Known","Other",840,50.37,45,0.99,58,2,17.7,42.7,6.7,31,1,1,44,30,28,0
7,"No","Known","Suburban",826,73.32,70,2.48,12,0,10,101.3,0,31,2,2,842,76,74,0
7,"No","Known","Other",662,62.36,60,0.74,37,0,15.7,45.7,0,31,1,1,541,32,44,0
9,"Yes","Known","Suburban",963,85.09,95,0,0,0.1,5,53.7,0,33,1,1,346,52,48,0
6,"Yes","Known","Town",47,35.37,30,0,0,4.8,0.7,4.3,0,33,1,1,381,42,40,0
0,"No","Unknown","Other",51,35.41,20,0,38,1,0.3,1.7,0,35,1,1,427,42,44,0
4,"Yes","Known","Suburban",83,30.5,30,0,0,0,1.3,14.3,0,31,1,1,949,36,48,1
9,"Yes","Known","Suburban",353,56.16,45,0,66,0,9,16,0,37,1,1,626,42,42,1
0,"No","Unknown","Suburban",825,95.67,85,2.72,34,0,6,20.3,0,31,2,1,330,36,44,0
4,"No","Known","Suburban",354,34.99,45,0,0,0,0.7,8,0,35,1,1,1057,42,44,1
0,"No","Unknown","Suburban",2548,158.05,160,2.48,38,0,10.7,127,0.3,35,1,1,171,42,44,0
0,"No","Unknown","Town",34,30.26,30,0,0,0,1,3.3,0,31,3,1,73,42,44,0
4,"Yes","Known","Suburban",320,49.8,48,1.98,28,0,6,10.3,3.7,31,1,1,201,32,32,0
3,"No","Known","Other",1167,124.55,50,0.74,166,0,9,17,0.3,31,1,1,439,30,44,1
6,"Yes","Known","Other",342,45.45,40,0.5,2,0,4,26,0,35,1,1,1057,32,34,0
6,"No","Known","Other",1110,76.81,90,0.74,25,0,5.7,154.7,2,35,1,1,505,42,44,0
5,"No","Known","Other",342,40.08,32,1.73,4,4,0.7,8.3,0,31,2,2,251,30,44,0
4,"No","Known","Suburban",116,30.71,30,0,2,0,4.7,11.3,0,37,1,1,1118,34,30,1
5,"No","Known","Rural",277,50.34,30,0.74,56,0,2,16.7,0,33,1,1,680,24,44,1
0,"No","Unknown","Suburban",261,53.07,60,0.5,0,2.6,4.3,14.7,0,33,1,1,533,64,44,0
7,"No","Known","Other",253,38.54,35,0.25,0,0,1,15,0.7,31,2,1,949,28,54,1
7,"No","Known","Town",116,30.1,30,0,0,0.1,0.7,3,0,35,2,1,1057,60,60,0
7,"Yes","Known","Suburban",92,30.25,30,0.25,0,0,1.7,2.7,0,33,1,1,642,34,34,1
5,"No","Known","Other",343,26.31,10,0,65,0,30,39.3,0,37,2,2,643,42,44,0
0,"No","Unknown","Other",119,28.16,25,0.25,4,0,0,10,0,35,1,1,31,42,44,0
0,"No","Unknown","Other",644,44.07,30,0.25,40,0,1.3,13.7,0.3,33,1,1,540,42,44,1
6,"No","Known","Suburban",318,55.05,55,0,0,0,16.3,8.3,0,33,1,1,1011,42,44,0
6,"Yes","Known","Rural",406,80.24,25,0,94,0.8,4,25.7,0,31,3,2,93,52,50,1
3,"Yes","Known","Other",1589,110.03,85,0.74,29,0.1,15.7,9.7,2,33,1,1,62,36,34,0
9,"No","Known","Town",126,33.31,30,0,10,0,0.7,5.3,0,35,1,1,1056,32,44,1
8,"No","Known","Suburban",65,35.61,35,0.25,0,0,1.3,11.3,0,35,1,1,1056,34,44,1
6,"No","Known","Rural",619,72.25,50,0.5,76,2.8,5.7,32,0,35,1,1,10,34,30,0
6,"No","Known","Other",501,84.67,35,2.72,80,1.7,6.3,57,1.3,31,1,1,485,48,44,0
0,"No","Unknown","Suburban",529,70.03,30,1.24,125,0.5,4.7,36,0,31,4,4,250,42,44,0
8,"No","Known","Rural",1294,91.51,80,3.96,0,0,0,0,0,31,4,2,264,36,44,0
5,"No","Known","Other",194,41.41,30,0,6,9,11.3,19,0,35,2,2,407,30,30,0
1,"Yes","Unknown","Other",2742,529.12,85,25.49,34,416.3,13.7,26.7,0.7,33,1,1,57,42,20,0
6,"No","Known","Town",1094,215.5,50,0.5,296,89.8,14.7,31.7,5,37,1,1,567,54,52,0
4,"Yes","Known","Suburban",587,50.48,60,0.5,0,0,3.7,36,4,33,2,2,565,40,36,0
0,"No","Unknown","Suburban",737,83.41,70,1.49,48,0,10,43,7.3,35,1,1,155,42,44,0
7,"Yes","Known","Town",192,15.57,10,0.74,18,0,3,6.3,0,33,2,2,1010,40,34,1
2,"No","Known","Other",735,165.58,35,2.48,320,0,10,39.3,1,33,1,1,1010,42,44,1
8,"Yes","Known","Town",256,43.87,48,0,11,0.7,2,28.7,0,35,1,1,1056,28,36,1
0,"No","Unknown","Suburban",1012,63.44,70,0.5,24,0,16,77,7.7,33,2,1,378,42,44,0
0,"No","Unknown","Suburban",434,34.25,10,0,80,0,4.3,5.7,1,31,2,2,212,42,44,0
2,"No","Known","Suburban",1518,164.95,58,0,238,0,9.7,83.7,12.7,35,1,1,140,24,22,0
5,"No","Known","Other",359,50.58,45,0.5,13,0,8,34.7,4.7,35,1,1,97,48,50,0
7,"No","Known","Other",154,51.48,55,1.24,0,0,6.7,13,0,37,1,1,358,46,50,1
7,"No","Known","Other",140,57.17,17,0.5,94,0,1.3,7.3,0,31,1,1,948,32,44,1
9,"Yes","Known","Other",331,56.01,45,2.48,0,10,3.3,50.3,0.3,33,2,2,212,42,40,0
5,"Yes","Known","Other",83,22.59,10,0,15,0,1,4.3,0,31,2,2,83,36,40,1
4,"No","Known","Town",1073,103.26,70,1.98,124,1.5,39.3,31.3,1.7,35,2,1,265,22,44,0
4,"No","Known","Suburban",376,35.78,25,0.25,28,0,1.7,16.3,1,35,1,1,405,54,50,1
5,"No","Known","Rural",196,34,30,0,0,0,0,1.3,0.7,37,2,2,734,36,44,0
7,"Yes","Known","Suburban",194,53.35,50,1.24,0,3.3,1,11.3,0,31,1,1,947,36,36,0
6,"Yes","Known","Suburban",185,44.47,30,2.97,29,0,1,13.3,0,33,1,1,1009,40,36,0
7,"Yes","Known","Other",66,32.49,32,0,0,0,1.3,1.3,0,35,2,2,1055,32,30,0
7,"Yes","Known","Suburban",26,32.59,32,0,0,0,0.3,2.3,0,33,3,3,263,66,66,0
6,"No","Known","Town",799,108.85,50,0.74,229,0,4,54,0,31,1,1,417,40,44,1
3,"No","Known","Other",166,33.93,30,0.74,1,0,1,6.7,0,33,1,1,184,46,44,0
6,"No","Known","Suburban",284,32.16,30,0,1,1.8,0,17.3,0,37,1,1,1116,30,32,0
9,"No","Known","Suburban",314,54.38,32,1.49,12,0,7.3,17.7,1.7,33,2,2,133,50,44,1
6,"No","Known","Suburban",60,35.74,32,0,0,0,3.3,2.7,0,35,2,2,1055,60,78,1
2,"No","Known","Suburban",1051,71.98,40,0,80,0.2,3.7,18.3,0.3,37,1,1,972,32,44,0
6,"Yes","Known","Suburban",513,61.8,30,1.49,66,0,3.7,31.7,0,33,3,1,884,44,40,0
9,"No","Known","Other",94,29.99,30,0,0,0,4.7,5,0.7,37,2,1,614,86,84,0
2,"No","Known","Other",216,35.52,35,1.49,9,0,3.3,30.7,0.7,33,1,1,638,54,50,1
7,"No","Known","Suburban",1274,102.95,60,3.46,164,0.3,6,33.7,0,35,2,1,296,36,32,0
6,"No","Known","Other",817,52.56,60,0.25,8,0,4,29.7,4.7,33,1,1,160,64,44,0
0,"No","Unknown","Other",1312,150.04,50,0,334,0,3.3,47.7,0,35,1,1,571,42,44,0
5,"No","Known","Other",200,58.74,70,0,0,0,4,12.7,0,33,2,2,127,68,44,0
0,"No","Unknown","Other",495,75,75,0,0,0,8,55.3,4.3,35,1,1,984,42,44,0
6,"No","Known","Town",1182,149.33,70,2.48,321,0.6,4.7,59.3,3.3,33,1,1,26,40,44,1
9,"Yes","Known","Suburban",107,34.43,34,0,0,0,1,5.3,2,31,1,1,947,48,44,0
5,"Yes","Known","Other",445,56.43,32,0,93,0.3,3,33.7,0,31,2,2,189,36,32,0
3,"Yes","Known","Suburban",173,45,45,0,0,0,2.7,7,1,33,2,2,56,32,44,0
3,"No","Known","Other",273,32.36,30,1.73,0,0.4,2.3,7.3,0,31,2,2,393,46,44,0
9,"Yes","Known","Town",171,35.58,32,0.25,8,0,1,12,0,31,2,2,510,50,50,1
7,"No","Known","Town",6,23.39,17,0,0,0,0,0.3,0,31,2,2,946,48,48,0
7,"Yes","Known","Suburban",678,49.99,50,0,0,0,5.7,27.7,5,37,2,1,15,28,26,0
8,"No","Known","Town",179,52.85,60,0.5,0,1.1,6.7,7.7,0,33,1,1,509,42,44,1
7,"No","Known","Other",94,34.99,45,0,0,0,3.7,14.7,1.3,33,1,1,116,34,30,0
4,"No","Known","Suburban",187,34.41,30,0.25,0,2.9,1.7,14.7,0,31,2,1,15,34,44,0
6,"No","Known","Suburban",404,57.27,70,0.99,0,3,35.3,97.7,0,33,1,1,139,56,44,0
7,"No","Known","Rural",62,44.48,35,1.49,0,0,1,3.7,0,31,2,2,131,52,50,1
4,"No","Known","Suburban",251,51.35,50,0.74,0,0.2,1.7,6,0,31,1,1,946,38,30,0
5,"No","Known","Suburban",180,42.94,37,0,0,0,1.3,6.7,0.7,31,1,1,467,46,48,0
3,"Yes","Known","Other",260,46.58,30,0,28,0,5,30.7,2,37,2,2,587,74,44,0
5,"No","Known","Town",290,72.59,30,1.73,98,1,2.7,24.3,0.3,31,1,1,946,42,44,1
6,"No","Known","Suburban",93,30.47,30,0,0,0.5,0,8.3,0,37,2,2,978,54,56,0
4,"Yes","Known","Rural",34,44.07,9,0,0,0,0,2.7,0,35,1,1,436,36,28,0
9,"Yes","Known","Town",224,84.99,85,0,11,0,1,13.3,0.3,37,4,4,132,46,48,0
7,"No","Known","Other",313,43.07,35,3.71,4,0.6,1,25,0.3,31,1,1,189,28,44,0
4,"Yes","Known","Town",398,15.1,10,0,17,0,10.7,30.7,1.3,37,4,4,444,40,38,1
5,"No","Known","Other",69,32.99,30,0,0,0,1.3,3.3,0,37,2,2,408,48,44,0
0,"No","Unknown","Town",506,55.18,50,0.25,15,0,5.7,29.7,0,31,1,1,557,42,44,1
6,"Yes","Known","Rural",116,33.41,32,0.74,0,0.6,2,4.7,0,33,1,1,1008,38,32,0
6,"No","Unknown","Other",1206,33.7,36,0,0,0,17,114.3,7,35,2,1,126,38,36,0
6,"Yes","Known","Town",606,64.67,40,1.24,94,0,1.7,32.7,0,35,1,1,245,40,42,0
5,"No","Known","Other",389,38.59,38,0.99,0,0,15.7,41,0,35,1,1,80,30,44,0
3,"Yes","Known","Town",662,58.03,45,0,66,0,15.3,23,0.3,35,2,1,153,34,28,1
7,"Yes","Known","Town",384,87.26,75,0.99,0,10.6,2.7,32,0.3,31,1,1,683,44,44,1
1,"Yes","Known","Other",366,91.75,57,0,0,0,0.7,11,0,33,1,1,4,30,24,0
7,"No","Known","Suburban",94,50.7,50,0.25,0,0,2.3,9.7,0,31,2,1,580,50,24,1
6,"No","Known","Suburban",125,30.27,30,0,0,0,0.3,6,0,31,1,1,945,36,44,1
6,"Yes","Known","Suburban",157,32.31,30,1.24,2,0.5,3.7,9.7,0.3,37,1,1,106,48,48,0
9,"Yes","Known","Town",914,82,100,0.5,0,0,3,22,12,33,1,1,213,54,48,0
9,"No","Known","Other",637,87.12,50,2.48,110,0.9,6,18.7,0.3,33,1,1,98,34,34,0
9,"Yes","Known","Suburban",727,127.39,32,1.73,370,0.3,13,40.3,1.3,31,2,2,402,40,32,1
8,"No","Known","Other",26,36.78,35,0,0,0.2,0,0.3,0,31,2,1,945,48,44,1
7,"No","Known","Town",296,31.17,30,0,0,0,1,28,1.3,31,3,1,378,60,44,0
7,"No","Known","Town",36,20.55,17,0,6,1.2,0.3,4.3,0,35,1,1,1053,28,26,1
4,"No","Known","Town",146,29.99,40,0,0,0,0.3,0.3,1,33,1,1,1007,58,44,0
0,"No","Unknown","Town",105,50,50,0,0,0,2,3,0,35,1,1,655,42,44,1
4,"No","Known","Rural",50,32.37,20,0,32,0,1,7.3,0,33,3,2,438,44,38,1
0,"No","Unknown","Other",682,58.62,41,0.74,45,0.4,18.3,94,9.3,35,1,1,42,42,44,0
3,"No","Unknown","Rural",480,45.98,38,0,17,0.7,2,74.7,0,33,1,1,388,34,32,0
6,"Yes","Known","Town",42,33.29,30,1.49,0,1.2,1,5.7,0,33,2,2,1007,58,56,1
9,"Yes","Known","Suburban",48,31.15,32,0,0,0,0.7,26,0,31,2,2,945,46,42,1
6,"No","Known","Suburban",182,46.53,30,0.25,34,0,2.3,8.3,0,33,1,1,928,32,44,0
7,"Yes","Known","Town",275,56.65,30,2.23,69,0.2,2,14.7,0,37,2,1,324,50,70,0
7,"No","Known","Town",1094,64.88,60,0,37,0,5.3,50.7,2.3,31,1,1,77,30,44,0
7,"No","Known","Suburban",970,34.99,45,0,0,0,6.3,58.3,2.3,35,1,1,316,46,50,0
7,"Yes","Known","Town",391,65.5,35,0,40,2.2,0.3,18.7,0,33,2,2,405,38,42,0
6,"Yes","Known","Town",562,50.28,32,0,70,0,3.3,2,0,31,2,2,944,30,44,1
9,"Yes","Known","Suburban",79,39.12,30,0.25,11,0,0.7,3.3,0,31,3,2,944,58,38,0
9,"No","Known","Town",882,128.19,62,1.24,203,0,9,6.3,0,37,1,1,538,32,46,1
0,"No","Unknown","Suburban",244,49.99,50,0,0,0,7.3,4.7,0,33,1,1,870,42,44,0
7,"No","Known","Town",195,45.24,32,0,15,0,1.7,20.7,0,33,2,2,93,48,44,0
6,"No","Known","Suburban",150,33.05,30,0,0,1.7,0.7,6.7,0,33,1,1,462,32,32,0
9,"Yes","Known","Other",60,32.49,32,0,0,0,0.3,1,0,33,2,2,1006,54,52,0
7,"Yes","Known","Other",950,89.8,85,2.72,35,3.3,24,68.3,0,35,1,1,372,40,44,0
8,"No","Known","Other",88,32.23,30,0.5,0,1.7,5.3,5.3,0,33,2,2,1006,48,46,0
6,"No","Known","Suburban",14,17.14,17,0,0,0,0,3.3,0,31,1,1,849,56,50,0
2,"No","Known","Other",1014,54.97,60,3.71,60,0.8,7.7,38.7,0,35,1,1,35,24,44,0
9,"Yes","Known","Suburban",310,38.6,32,0.74,4,4.1,2.3,48,0,31,2,2,944,22,24,1
0,"No","Unknown","Other",1233,65.47,55,0,18,0,31,86,5,35,1,1,62,42,44,0
6,"Yes","Known","Other",206,36.69,35,0.25,0,3.2,1,6.7,0,35,1,1,370,58,58,0
4,"No","Known","Other",341,61.99,80,0,5,0,16.7,13.7,0,33,2,2,148,28,44,0
0,"No","Unknown","Other",71,39.73,35,0,0,4.5,0,5.7,0,31,1,1,944,42,44,0
6,"No","Unknown","Suburban",235,41.78,40,0,5,0.7,1.3,18.3,0,37,4,2,221,42,44,0
6,"No","Known","Other",716,50.43,30,0,68,0,1,7.3,1.7,35,1,1,406,22,44,0
6,"No","Known","Other",320,14.6,10,0,0,0.1,3.3,19.3,1.7,33,2,2,491,50,48,0
6,"No","Known","Suburban",1018,65.49,58,0,49,0,4.3,83,8.3,31,1,1,255,24,44,0
0,"No","Unknown","Suburban",589,102.64,105,2.23,54,0,5.3,12,0.7,31,2,2,943,42,44,0
5,"No","Known","Town",568,50.64,60,0.25,1,0,2,60,0,37,1,1,1112,58,50,0
6,"Yes","Known","Suburban",81,31.54,30,0,0,0,0.3,7,0,35,1,1,1051,46,42,0
3,"No","Known","Other",232,32.49,32,0,0,0,4,7.3,0,37,2,2,827,50,44,0
9,"Yes","Known","Suburban",178,100.98,110,0.99,0,0,1,7,0,33,2,2,654,42,42,0
8,"No","Known","Other",1459,91.7,59,8.66,57,2.3,6.3,66,7,33,1,1,159,40,44,0
7,"No","Known","Town",589,72.48,50,0.5,71,0.5,6,25.7,0,31,1,1,434,42,44,0
0,"No","Unknown","Other",1001,117.36,81,0.25,124,0,9.7,37.3,0,33,3,3,608,42,44,1
9,"Yes","Known","Suburban",404,62.48,72,0.5,0,0,5,23,0,35,4,3,439,56,52,0
6,"No","Known","Other",12,20.17,20,0,0,0,0,0.7,0,31,1,1,943,46,44,0
0,"No","Unknown","Other",203,54.78,30,0,30,13.8,6.7,6.7,0,31,5,3,263,42,44,0
6,"No","Known","Suburban",189,103.64,104,0,0,0.1,0.7,11.3,0,35,5,5,180,54,48,0
4,"Yes","Known","Other",86,25.71,25,0.5,0,0,2.3,8.7,0,31,1,1,622,38,44,0
9,"No","Known","Other",13,17.73,17,0,0,0.1,0,1,0,31,2,2,803,62,60,0
1,"No","Known","Suburban",519,35.74,45,0.25,1,0,1.7,25.7,5.3,33,2,1,177,42,38,0
7,"No","Known","Suburban",644,47.49,60,0,0,0,2.3,17.3,0,37,1,1,393,38,44,0
7,"No","Known","Other",254,35.61,35,0.25,0,0.7,3.3,21.3,0.3,33,2,1,616,34,44,1
5,"No","Known","Town",72,31.07,30,0.5,0,0.6,1.7,13,0.7,35,2,1,1051,30,34,0
7,"Yes","Known","Town",156,30.26,30,0,0,0,0,6.3,3,31,1,1,477,52,52,0
6,"No","Known","Other",231,35.32,45,0.25,0,0,1.3,13,0,33,1,1,524,42,44,0
7,"Yes","Known","Town",474,84.99,90,0,0,0,4.3,18.7,0.3,37,4,4,401,48,50,0
6,"Yes","Known","Suburban",1521,162.55,93,2.48,140,0,15.3,71,16.3,33,5,5,677,54,50,0
0,"No","Unknown","Town",81,39.66,17,0,32,5.5,0,0.3,0,33,2,2,261,42,44,0
5,"No","Unknown","Other",649,41.89,50,0,5,0,3,36.3,0,37,2,2,182,34,28,0
8,"No","Unknown","Other",562,75.48,75,0.5,0,0,5.3,29.7,0,37,1,1,383,42,44,1
7,"No","Known","Suburban",144,35.3,35,0,0,0,0.3,5.7,0,31,1,1,943,64,44,0
5,"No","Known","Other",1109,101.36,85,1.49,0,5.1,22,92.3,0.3,35,1,1,178,42,44,0
0,"No","Unknown","Suburban",166,39.7,30,1.24,0,0,1.7,9,0.7,31,1,1,328,42,44,1
8,"No","Known","Suburban",137,35.26,32,0.25,0,2.5,1.3,10.3,0,35,2,2,21,46,44,0
1,"No","Unknown","Other",159,51.29,50,0.74,0,0.1,1.3,6,0,31,1,1,149,22,44,0
7,"No","Known","Suburban",108,30.24,30,0.25,0,0,0.3,7.7,0.3,35,1,1,748,42,44,0
9,"No","Known","Suburban",250,32.04,32,0,0,1.2,7.3,11,0,35,2,2,1051,50,52,1
4,"No","Known","Suburban",159,32.55,30,0,0,2,0.3,6.3,0,35,1,1,1050,24,44,0
9,"Yes","Known","Suburban",2173,272.91,85,1.98,650,3.7,24,101,0,31,2,2,289,34,36,0
0,"No","Unknown","Suburban",804,51.28,60,0.74,22,0,7,17.3,0.7,33,1,1,391,42,44,1
8,"No","Known","Other",588,75.52,50,0,87,2.1,13,38,0,31,2,2,384,48,46,0
0,"No","Unknown","Suburban",755,94.69,95,3.46,0,0,4,29.3,0,37,5,2,321,42,44,0
7,"No","Known","Suburban",1230,176.89,150,3.22,82,3.2,5.7,76,9.7,35,1,1,1050,42,42,0
9,"Yes","Known","Suburban",480,42.22,10,15.1,104,0,1,23.3,0,33,2,2,608,36,42,1
7,"Yes","Known","Suburban",128,31.75,30,0,0,0,3.3,9.3,0,37,1,1,687,42,44,0
9,"No","Known","Other",254,49.99,50,0,0,0,3.7,9.3,0,35,1,1,202,34,44,0
9,"Yes","Known","Town",1215,90.09,85,0,4,0.5,3.7,33,0,37,2,2,93,40,36,0
6,"No","Unknown","Town",344,53.52,35,0.5,36,0,1.7,22.3,0,31,1,1,760,20,44,0
4,"No","Known","Other",209,28.04,25,0.25,6,0,5,12.7,0,31,1,1,942,30,28,1
7,"Yes","Unknown","Other",201,52.2,25,0.25,45,0.2,0.7,10,4.7,37,2,2,829,34,34,1
4,"No","Unknown","Other",304,39.82,32,0,22,1.8,1.7,48.3,0.7,37,2,2,679,30,44,0
6,"Yes","Known","Rural",735,50.6,60,0,0,0.6,5.7,32,2,33,1,1,1004,52,48,0
6,"Yes","Known","Town",744,42.23,40,0,6,0,4.7,28.3,1,35,1,1,215,48,44,0
