"IncomeGroup","ChildrenInHH","Homeownership","PrizmCode","MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn"
5,"Yes","Known","Suburban",279,10.04,10,0,0,0,0,52.7,1.3,15,2,2,454,38,38,0
5,"Yes","Known","Suburban",227,43.63,23,0,46,0,2.7,6.7,0,38,3,3,1136,42,42,0
3,"Yes","Known","Other",4,33,30,0,0,0,1,0,0,14,1,1,420,62,62,0
0,"No","Unknown","Town",310,40.41,45,0,14,0.5,5.7,41,3.3,8,1,1,254,42,44,0
0,"No","Unknown","Suburban",1229,71.23,60,0.25,70,0,11.7,31.3,4,14,1,1,435,42,44,0
5,"Yes","Known","Suburban",793,60.41,50,2.48,11,0,7.7,90,3.7,19,1,1,577,44,24,0
4,"Yes","Unknown","Other",384,55.38,71,0.74,0,0,6.3,26,14.3,8,3,3,236,34,44,0
7,"Yes","Known","Town",1147,86.58,70,3.22,76,5,8.7,57,0.7,7,1,1,217,46,42,0
9,"No","Known","Other",140,30.14,30,0,0,0,7,11.7,0,15,1,1,466,42,44,0
0,"No","Unknown","Other",808,141.95,35,0.5,236,0,2.3,22,2,11,1,1,307,42,44,0
6,"No","Known","Town",412,67.23,33,1.73,95,0,6.3,14.7,3,26,2,2,781,26,44,0
0,"No","Unknown","Suburban",391,53.48,47,0.99,27,0,1.7,12.3,1,17,1,1,528,42,44,0
0,"No","Unknown","Town",90,33.73,15,0,46,1.9,1.3,5.3,0,25,1,1,758,42,44,0
7,"No","Known","Suburban",607,36.97,45,1.98,0,0,2.7,35.7,39.3,11,1,1,330,70,60,0
7,"Yes","Known","Suburban",376,58.62,60,0.74,0,6.9,0,0,0,35,2,2,108,40,40,0
8,"No","Known","Town",344,100.89,100,0,0,0,6.7,5.3,0,23,1,1,706,42,44,0
8,"No","Unknown","Suburban",2383,169.21,85,9.16,352,0,19.7,109,5.7,19,2,1,200,42,44,0
2,"No","Known","Suburban",1010,122.11,46,2.72,174,2.1,10.7,55.3,3.7,23,2,2,76,22,48,0
2,"No","Known","Suburban",670,51.27,70,0.99,1,0,11.7,31,0.7,9,1,1,149,50,44,0
5,"No","Known","Rural",443,40.4,10,0,77,0,0.3,23.3,0,11,2,2,317,52,52,0
9,"Yes","Known","Rural",226,43,40,0.25,38,0,4,20.3,0,15,5,2,430,44,44,0
9,"No","Known","Other",358,56.08,45,0,42,2.6,7,12.3,0,20,1,1,605,66,44,0
3,"No","Known","Other",764,51.72,70,0,4,0,2,46.3,3.7,48,1,1,181,50,44,0
3,"Yes","Known","Suburban",3586,180.09,143,5.94,102,0.5,34,324.7,20,8,1,1,239,36,78,0
5,"Yes","Unknown","Rural",555,35.3,45,0,0,0,2.3,25.3,13.7,7,1,1,198,72,62,0
0,"No","Unknown","Other",415,39.59,40,5.94,10,0,0,0,0,12,1,1,351,42,44,0
8,"No","Known","Suburban",10,22.4,17,0.25,0,0,0,0.3,0,25,1,1,774,30,38,0
5,"Yes","Known","Suburban",51,30.84,30,0.66,0,0,0,5.7,0,31,3,3,226,38,42,0
5,"Yes","Known","Other",133,33.03,32,0.25,0,0,3.7,14,0,19,2,2,590,46,44,0
7,"No","Known","Suburban",78,34.99,45,0,0,0,0.3,2,0,25,2,2,741,26,44,0
7,"Yes","Known","Rural",79,50.4,50,0.25,0,0.2,1.3,12.7,0,20,1,1,587,54,44,0
7,"No","Known","Town",506,37.71,45,0,8,0.1,0,5.3,0,13,1,1,370,48,48,0
0,"No","Unknown","Other",180,6.03,6,0,1,0,0.3,15,0.3,9,2,2,254,42,44,0
6,"No","Known","Suburban",1219,81.75,85,0,9,0,31.3,21.7,0,21,2,2,170,62,60,0
7,"No","Known","Suburban",717,106.13,50,0,180,0.1,2.3,28.3,0,31,1,1,70,50,40,0
8,"No","Known","Other",1122,106.13,70,6.19,122,0,19.3,134.7,1,7,1,1,218,58,52,0
7,"No","Known","Other",206,73.84,67,0,32,0,2.3,20.3,2,19,2,2,551,46,44,0
0,"No","Unknown","Other",116,91.09,95,0,15,0,3.3,8.3,0,19,2,2,573,42,44,0
6,"Yes","Known","Suburban",58,31.84,30,0,4,0.2,0,6.7,0,24,1,1,378,38,30,0
7,"No","Known","Town",727,81.96,45,0,116,0,0,0,0,13,1,1,394,60,50,0
5,"No","Known","Town",407,49.94,40,0,57,0,0,0,0,12,2,2,354,28,26,0
7,"Yes","Known","Other",495,71.52,33,2.48,105,0,12.7,36.7,0.3,21,2,2,90,46,46,0
2,"No","Known","Suburban",580,45.31,45,0.99,2,5.5,3.3,39,2.7,6,1,1,196,24,44,0
0,"No","Unknown","Other",621,81.16,60,0,103,0.2,2.3,14.3,0,17,2,2,494,42,44,0
0,"No","Unknown","Other",633,76.25,85,0,0,0.6,8.3,28.7,2.3,6,1,1,185,42,44,0
0,"No","Unknown","Other",688,66.9,45,0,49,0.7,11.7,36,0,24,1,1,315,34,44,0
3,"Yes","Known","Suburban",138,33.41,30,0,0,0,1.3,12,0,18,1,1,525,38,38,0
6,"No","Known","Other",350,47.33,45,2.23,3,0,7.7,31.7,0,11,1,1,100,44,32,0
0,"No","Unknown","Town",310,65.97,50,3.96,0,7,1,28.3,2,33,1,1,1003,42,44,0
0,"No","Unknown","Other",1328,79.76,85,2.97,4,0,5,10.7,2.7,7,1,1,198,42,44,0
5,"No","Known","Suburban",51,10,10,0,0,0,0.3,0.3,0,11,2,2,307,30,44,0
6,"No","Known","Town",212,50.48,60,0.5,0,0,4,7,0,31,1,1,922,60,60,0
0,"No","Unknown","Other",89,39.04,44,0,0,0,0.7,8.7,2.3,12,1,1,354,42,44,0
0,"No","Unknown","Town",226,30.75,30,0,0,0.5,0.7,13.7,2.3,36,2,2,341,42,44,0
6,"No","Known","Suburban",579,11.48,10,0.25,4,0,1.3,10.3,1.7,14,3,2,128,44,44,0
0,"No","Unknown","Suburban",850,53.01,55,0.25,34,0.4,2.3,10,0,7,1,1,219,42,44,0
7,"Yes","Known","Suburban",304,66.09,44,0,98,0,0,10.3,0,34,2,2,521,40,36,0
3,"Yes","Known","Other",1830,125.45,34,1.24,50,0,11.3,24.7,13.7,12,2,2,349,28,44,0
7,"Yes","Known","Other",330,33.73,40,0,0,0,0.7,23.3,0,11,2,2,328,28,28,0
2,"No","Known","Town",103,31.24,40,0,0,0,0.7,2.7,4.7,12,1,1,337,60,50,0
6,"No","Known","Town",850,63.95,66,0.5,1,7.1,4,33,2.3,18,1,1,66,32,44,0
1,"Yes","Known","Town",388,39.3,30,0,23,0,5,34,0,25,1,1,525,42,44,0
6,"No","Unknown","Other",368,62.49,42,3.46,46,0,1,2,3.3,7,1,1,190,42,44,0
8,"No","Known","Other",815,82.26,95,0.99,14,0.5,9.7,117.7,0.3,8,1,1,236,54,56,0
7,"No","Known","Suburban",758,86.8,70,1.24,72,0,0,0,0,14,1,1,405,42,44,0
7,"No","Known","Town",1907,147.27,85,1.98,176,0,17.3,59.7,0,11,1,1,316,50,24,0
6,"No","Unknown","Town",150,39.61,45,0.5,0,4.1,1.3,10.3,0,20,1,1,266,58,44,0
9,"No","Known","Other",143,36.08,45,0.25,2,0.3,1,7,0,29,1,1,261,28,44,0
6,"No","Known","Town",110,43.15,52,0,0,0.1,4.7,0,0,20,1,1,114,44,24,0
0,"No","Unknown","Suburban",620,66.06,61,0.74,26,0,1.7,87,13.3,13,1,1,147,42,44,0
6,"No","Known","Other",807,58,56,0,6,0,4.7,48.3,20.3,10,2,2,78,44,28,0
5,"Yes","Known","Rural",107,31.13,30,0,3,0,4.7,4.3,0,26,1,1,767,42,42,0
6,"Yes","Known","Other",817,53.82,20,0.25,22,0.5,3.3,27.3,1.7,7,2,2,222,50,46,0
0,"No","Unknown","Other",48,34.78,30,0,0,0,1.3,2.3,0,20,2,2,597,42,44,0
1,"No","Unknown","Other",807,47.51,62,0,0,0,1.7,75.3,21,6,1,1,194,42,44,0
6,"Yes","Known","Other",232,33.23,32,1.24,0,0.2,1.7,33.3,0,20,2,2,600,40,34,0
5,"No","Known","Other",172,33.25,30,0,0,0,1.7,5.7,0,29,1,1,868,32,44,0
6,"Yes","Known","Town",511,62.2,60,0.99,1,0.8,1.7,13,0,17,2,2,488,46,42,0
6,"No","Known","Suburban",191,35.55,45,0.25,0,0,2,23.3,0,29,1,1,205,26,44,0
5,"Yes","Known","Suburban",361,11.24,10,1.24,0,0,1.3,20.7,0,8,2,2,224,24,24,0
6,"No","Known","Suburban",12,29.99,30,0,0,0,0,0,0,23,1,1,701,50,50,0
0,"No","Unknown","Other",1922,116.98,95,1.98,52,13,5.7,13,0.3,15,1,1,437,42,44,0
6,"No","Known","Other",153,29.99,30,0,0,0,1.3,4,3.3,33,1,1,771,72,72,0
7,"Yes","Known","Town",907,42.19,50,0,6,0,8.7,35.3,3.3,16,1,1,465,38,44,0
2,"No","Known","Town",1811,50.88,50,0,26,1.1,45,162.3,4.3,9,1,1,251,28,26,0
3,"No","Unknown","Suburban",143,32.08,30,0.25,0,0.7,0.3,7.3,2,37,1,1,211,46,44,0
7,"No","Known","Suburban",51,34.99,45,0,0,0,1.7,5,0,21,1,1,641,50,40,0
0,"No","Unknown","Town",1525,145.57,110,10.39,0,34.4,43.3,136.3,7.3,11,1,1,131,42,44,0
6,"No","Known","Other",521,42.74,52,0.25,0,0,2,34.7,5.7,9,1,1,269,38,32,0
2,"No","Known","Other",1127,105.89,45,0.99,250,0,3.3,75,0.3,11,2,2,54,28,50,0
7,"No","Known","Town",249,51.42,23,0.74,82,0,4,22.7,6,8,2,1,218,50,44,0
9,"No","Known","Other",423,50.87,40,3.71,22,9.3,10,0,1,10,1,1,299,42,44,0
3,"No","Known","Other",97,36.8,34,0.25,5,0,3,9.7,0,29,1,1,880,52,44,0
0,"No","Unknown","Other",475,45.85,45,1.98,22,0,5.3,3.3,2.3,7,1,1,206,42,44,0
7,"Yes","Known","Suburban",189,33.69,30,0.99,8,0,0.3,2.7,0,35,1,1,1063,30,28,0
4,"No","Known","Other",131,34.28,33,0,5,0,0.7,7.3,3,30,1,1,916,42,52,0
6,"No","Known","Suburban",123,35.99,36,0,0,0,4,22,2,17,1,1,21,56,48,0
0,"No","Unknown","Suburban",1948,240.06,85,0,386,0.5,5.7,31.3,0,9,1,1,259,42,44,0
9,"Yes","Known","Suburban",756,165.09,115,0.74,54,24.6,6,31.7,1.3,12,2,2,360,52,44,0
4,"No","Known","Other",223,17.26,23,0,0,0,5,23.7,2,21,1,1,609,28,44,0
0,"No","Unknown","Other",1327,85.31,75,5.45,0,0.9,6,91.7,15,12,1,1,356,42,44,0
6,"No","Known","Other",256,33.38,40,0.99,0,2,3.3,10,0,10,1,1,232,24,44,0
1,"No","Known","Suburban",70,39.48,45,0.5,0,0,0.7,1.7,0,8,1,1,256,54,52,0
3,"Yes","Known","Town",898,88.71,97,1.73,0,0,0,0,0,10,1,1,298,70,66,0
6,"No","Known","Other",324,33.76,30,0,11,0,2.3,19.3,0,22,2,2,119,48,42,0
0,"No","Unknown","Suburban",2595,140.5,112,1.49,156,0.1,26,80.3,12,8,1,1,118,42,44,0
6,"Yes","Known","Other",412,51.68,60,1.24,0,0,8,42.3,0,24,1,1,743,38,38,0
3,"No","Known","Rural",449,51.27,69,0,0,0,3.7,23.3,3,14,2,2,90,50,44,0
9,"Yes","Known","Suburban",12,43.12,42,0.25,0,0,0,0,0,19,3,3,568,38,38,0
7,"No","Known","Other",766,73.17,45,1.49,92,0,21.3,59,2.7,7,1,1,202,40,40,0
4,"Yes","Known","Suburban",456,35.3,45,0,0,0,1.3,13.7,1.3,7,1,1,203,40,40,0
4,"No","Unknown","Other",497,57.3,50,0.99,19,0,2.7,40.3,1.3,24,2,1,717,56,44,0
4,"Yes","Known","Other",974,68.75,44,1.98,76,0,12,29.7,0.3,10,1,1,298,54,48,0
0,"No","Unknown","Other",68,30.51,30,0.25,0,0,0,7.7,0,24,2,2,735,42,44,0
7,"Yes","Known","Town",1342,48.35,46,0.5,32,0,21,42.7,8.3,10,1,1,314,40,30,0
6,"Yes","Known","Town",126,60.83,70,0,0,0.8,0,15,0,22,2,2,629,50,50,0
0,"No","Unknown","Other",481,50.19,60,0,0,0,2.7,24.7,0,12,1,1,361,42,44,0
4,"No","Unknown","Other",432,32.53,40,0,7,0,0,0,0,12,1,1,355,24,44,0
1,"No","Known","Suburban",490,71.75,45,0.99,89,0.3,2,8,0,8,1,1,231,78,44,0
0,"No","Unknown","Other",1568,75.97,75,0,0,1,10.3,129.3,11,33,3,1,97,42,44,0
6,"No","Known","Town",535,34.99,45,0,0,0,3.7,29,2,12,1,1,379,54,44,0
0,"No","Unknown","Town",84,40.73,30,0,0,10.4,2.7,3.7,0,16,3,3,475,42,44,0
0,"No","Unknown","Other",1236,153.32,70,5.45,233,1.6,13,92,3.3,24,1,1,206,42,44,0
7,"No","Known","Town",518,58.8,52,0.25,16,0,4.7,46.3,1.3,36,1,1,2,36,44,0
4,"No","Known","Other",526,50.68,50,0,1,0,13,46,13,29,2,2,35,72,70,0
7,"No","Known","Suburban",174,60.48,60,0.5,0,0,2.3,12.7,0,13,2,2,378,42,44,0
0,"No","Unknown","Other",328,52.59,60,0,0,2.6,4,17.7,0,10,1,1,212,42,44,0
9,"No","Known","Other",249,10.65,10,0.25,0,0,0,0,0,14,5,4,346,28,44,0
7,"Yes","Known","Suburban",388,11.42,10,0.25,0,0.8,2.7,12.3,0,14,2,2,439,34,34,0
6,"Yes","Known","Other",764,134.54,80,0,183,0.6,9,35.3,0,14,2,2,419,40,44,0
3,"No","Unknown","Other",524,53.55,50,0.25,37,0,4.3,7.3,4,10,1,1,305,34,44,0
0,"No","Unknown","Town",444,110.98,92,0,62,0,1,8.7,0,25,1,1,740,42,44,0
4,"Yes","Known","Town",196,30.52,30,0.25,0,0,0.7,21,0,19,1,1,583,38,42,0
9,"Yes","Known","Rural",708,65.58,10,4.21,146,0,1.7,61.3,1.7,7,6,3,175,50,30,0
9,"Yes","Known","Suburban",258,40.51,40,0,16,1.3,0.7,0,0,41,1,1,162,52,50,0
3,"No","Known","Other",752,89.65,35,0,148,0,24.7,4.3,5.7,12,1,1,370,42,44,0
5,"No","Known","Other",187,50.44,50,0,0,0,0,0,0,10,4,4,293,26,44,0
4,"Yes","Known","Suburban",1527,50.14,50,0.25,15,0,8.7,89,7.7,38,1,1,125,52,50,0
0,"No","Unknown","Other",1091,39.42,37,0.5,0,0,8.7,42.7,6.7,7,1,1,197,42,44,0
9,"Yes","Known","Suburban",360,40.12,45,0.5,13,0,0,8.7,0,13,2,2,388,34,44,0
0,"No","Unknown","Other",1592,47.57,48,0,14,0,25.3,46,6,9,1,1,286,42,44,0
4,"No","Unknown","Other",722,81.8,51,2.72,131,0,27.3,11,0.3,11,1,1,333,30,44,0
6,"No","Unknown","Other",168,32.82,40,0.74,0,0,1.3,6.3,0,11,1,1,16,26,44,0
0,"No","Unknown","Suburban",912,73.78,60,2.97,43,3.6,4,101,4.3,8,1,1,237,28,44,0
9,"No","Known","Other",131,31.65,30,0.25,0,0,0.7,2.7,0,32,1,1,936,50,52,0
6,"No","Known","Other",854,73.53,60,0.99,52,1.5,11,74.7,0,18,1,1,542,64,60,0
2,"No","Known","Other",152,52.41,18,0,33,0.7,1.3,22.7,7,28,2,1,840,30,64,0
0,"No","Unknown","Suburban",95,30.15,40,0,0,0.2,0.3,9.7,0,14,1,1,404,42,44,0
4,"No","Unknown","Suburban",1742,123.02,100,2.48,140,0,22,135.7,12,13,1,1,237,42,44,0
6,"No","Known","Other",272,52.77,30,2.23,57,0,8.7,30.3,0,53,1,1,353,42,44,0
5,"Yes","Known","Suburban",776,109.89,38,0,180,0,0.7,24.7,0,37,1,1,292,62,64,0
0,"No","Unknown","Suburban",434,99.32,70,5.2,79,0.5,2,23,0.7,9,3,3,250,42,44,0
7,"Yes","Known","Suburban",874,65.27,45,0,50,0.1,14.3,246,0,26,1,1,246,48,44,0
6,"No","Known","Suburban",188,10,10,0,0,0,0,0,0,21,2,2,109,60,50,0
7,"Yes","Known","Suburban",36,32.81,32,0.25,0,0,0,6.3,0,48,2,2,1394,42,42,0
6,"Yes","Known","Suburban",155,30.33,30,0,0,0,1,10.7,0,10,2,2,254,32,28,0
9,"No","Known","Other",19,20.89,30,0,2,0,1,0.7,0,23,2,2,687,68,70,0
1,"No","Known","Other",153,38.55,35,0,0,0,7.3,7.7,0.3,32,1,1,21,48,44,0
8,"No","Known","Suburban",198,42.06,30,0,34,0,7,18.3,0,8,1,1,252,58,62,0
0,"No","Unknown","Other",606,62.77,40,0.25,19,0,5.3,0,4.7,22,2,1,-1,46,48,0
6,"No","Unknown","Town",588,137.02,72,0,4,80.4,2.3,59,2.3,9,1,1,60,42,44,0
7,"No","Known","Rural",366,28.4,10,0,46,0,0,0,0,34,3,3,110,48,40,0
7,"No","Known","Suburban",411,51.22,45,0.74,44,0,3.3,16,0,26,1,1,153,26,44,0
3,"Yes","Known","Other",254,41.83,45,0.74,0,0.1,0.7,20.7,0,8,2,2,108,40,30,0
7,"No","Known","Other",590,89.19,35,0.5,119,0,27.3,22,2.3,21,1,1,50,60,44,0
5,"No","Known","Rural",29,18.03,17,0,2,0,0.3,1.7,0,21,2,2,630,66,64,0
7,"No","Known","Town",388,35.6,45,0,7,0,14.3,54.7,3,23,2,2,674,68,60,0
0,"No","Unknown","Suburban",324,51.72,60,1.73,0,0,6.7,6.3,0,9,1,1,272,42,44,0
4,"No","Known","Town",872,49.2,46,1.24,0,0,9,48,7.7,9,1,1,88,24,44,0
0,"No","Unknown","Other",121,40.21,25,0.5,38,0,1.7,10.7,0,13,1,1,389,42,44,0
8,"No","Known","Town",362,50.89,50,0,0,0,8,24,0,14,2,1,7,38,44,0
5,"No","Known","Town",79,46.4,50,0,0,0,1,15.3,5.3,9,1,1,255,44,44,0
7,"No","Known","Other",607,54.6,60,2.97,1,0,20.7,75.7,4,10,1,1,307,50,40,0
0,"No","Unknown","Other",785,67.89,60,0.5,17,0,9,41.3,1,41,5,4,42,42,44,0
8,"No","Known","Other",370,30.35,25,0,14,0,3.3,17,0.3,26,1,1,740,60,56,0
9,"No","Known","Rural",286,76.03,85,0,4,0.1,3,25.3,0,17,2,2,175,50,46,0
8,"Yes","Known","Other",575,41.92,42,0.99,14,0,8,47,2.7,14,1,1,412,50,30,0
7,"No","Unknown","Suburban",1196,88.25,85,0,0,3.8,7,100,0,14,2,1,59,42,44,0
6,"No","Known","Suburban",258,43.24,40,0.25,32,0,0,13,0,15,2,2,433,60,48,0
5,"No","Known","Other",48,29.99,40,0,0,0,0,0,0,13,2,2,29,68,62,0
9,"No","Known","Other",88,61.59,70,0,4,0,0.7,8.3,0,8,7,5,216,56,44,0
2,"No","Known","Other",100,85.75,95,0,0,0,1,4.3,0,7,2,2,198,56,58,0
3,"Yes","Known","Rural",823,85.68,60,4.46,51,0.4,1.3,56.7,0.7,26,1,1,87,42,34,0
0,"No","Unknown","Other",2129,187.17,135,2.23,162,0,13.3,36.7,1,15,1,1,428,42,44,0
6,"No","Known","Suburban",335,34.19,40,0,12,0,1,7.3,2,16,1,1,493,42,44,0
0,"No","Unknown","Town",457,39.99,40,0,0,0,3,31.7,6.7,10,2,2,174,42,44,0
6,"Yes","Known","Suburban",191,35.83,30,0.74,8,0,3.7,29.7,0,15,1,1,469,52,46,0
0,"No","Unknown","Suburban",264,34.99,45,0,0,0,1,19,0,9,4,2,260,42,44,0
9,"No","Known","Other",951,60.03,60,2.48,15,0,12,27.7,8,22,1,1,136,48,44,0
6,"No","Known","Other",1083,87.96,50,0,90,0.1,41.7,145.3,16,20,1,1,62,42,44,0
6,"Yes","Known","Other",163,49.37,45,0.5,9,1.4,1.3,5.7,0,7,2,2,38,42,98,0
7,"No","Known","Suburban",1072,88.12,45,0.5,100,0,15.7,25.7,0.3,7,1,1,35,48,48,0
0,"No","Unknown","Suburban",2346,212.97,95,0.74,337,0,31.3,62.3,18,25,1,1,184,42,44,0
9,"No","Known","Other",866,39.66,32,0,24,0,2.7,43.7,0,24,2,2,378,54,50,0
0,"No","Unknown","Other",463,39.99,50,0,0,0,3.7,32,0,15,1,1,426,42,44,0
0,"No","Unknown","Town",468,65.35,60,6.19,20,0,19.3,15,17,14,1,1,435,42,44,0
0,"No","Unknown","Other",836,69.55,60,0,0,0,15.7,72.3,2.7,7,1,1,151,42,44,0
0,"No","Unknown","Other",323,34.99,45,0,0,0,0,0,0,14,1,1,419,42,44,0
9,"No","Known","Other",599,85.24,85,0.25,0,0,3.3,30.3,0,15,3,2,27,30,44,0
0,"No","Unknown","Town",118,37.77,35,0.99,0,0,2,2,0.3,37,1,1,428,42,44,0
9,"Yes","Known","Suburban",870,151.94,45,0.25,329,0.4,9.3,21.3,2.7,27,1,1,645,48,48,0
4,"Yes","Known","Other",728,118.19,50,3.71,199,0,7,49.7,6.7,15,2,2,297,42,40,0
7,"No","Known","Suburban",326,39.99,52,0,0,0,4.7,25,0.7,8,2,1,242,60,44,0
6,"No","Known","Other",615,37.03,45,0.99,3,0,4,50,16,31,1,1,140,30,44,0
0,"No","Unknown","Other",149,34.6,30,0.5,11,0,7,23,0,14,2,2,416,42,44,0
3,"No","Known","Other",2435,285.65,100,0.25,530,0,11.7,239.3,0,28,2,2,381,32,32,0
7,"Yes","Known","Other",736,72.86,30,3.96,110,0,7,1.7,0,18,1,1,525,56,54,0
0,"No","Unknown","Other",1957,112.11,70,2.72,148,0,26.3,89.3,7.7,21,3,1,165,42,44,0
6,"Yes","Known","Town",132,39.99,50,0,0,0,1.7,10.7,0.3,9,1,1,286,38,38,0
0,"No","Unknown","Other",1049,40.73,50,0.74,0,0,3,28,11.3,8,1,1,226,42,44,0
9,"No","Known","Town",847,10,10,0,0,0,0,0,0,12,4,3,349,50,50,0
2,"No","Unknown","Other",353,45.21,31,0,40,0,1.3,8,0.3,21,1,1,627,42,44,0
6,"No","Known","Town",32,31.95,40,0,0,2,0,4,0,11,2,2,334,50,44,0
0,"No","Unknown","Town",2352,165.63,60,0.5,281,4.5,10.3,59,18.3,10,1,1,276,42,44,0
9,"Yes","Known","Town",54,34.99,45,0,0,0,1.3,4.7,0,7,2,2,207,52,50,0
0,"No","Unknown","Other",524,59.56,60,0.25,0,0.6,6.3,17.3,0.3,25,1,1,118,42,44,0
7,"Yes","Known","Other",296,34.69,40,0.5,12,0,6.3,1.3,0,16,1,1,480,42,76,0
4,"No","Known","Other",309,37.49,47,0,0,0,4.7,44.7,0,9,1,1,283,30,64,0
0,"No","Unknown","Other",845,106.67,100,0.25,40,0,0,0,0,19,2,2,448,28,44,0
0,"No","Unknown","Suburban",517,65.83,45,0.5,117,0.2,13.7,49.3,0,11,2,1,339,42,44,0
9,"No","Known","Rural",71,30.48,30,0.5,0,0,0.7,0.7,0,15,1,1,464,48,46,0
0,"Yes","Unknown","Other",648,54.83,45,4.46,43,0.1,2,23.3,3,11,1,1,211,26,44,0
9,"Yes","Known","Suburban",59,57,70,0,0,0,0,5,0,27,3,2,818,58,48,0
7,"No","Known","Town",718,50.48,60,0.5,0,0,91.7,52.3,9,20,3,1,174,42,44,0
1,"No","Unknown","Suburban",1375,57.16,70,0.5,16,0.5,37,25.3,1.7,29,1,1,103,52,46,0
2,"No","Known","Other",6,19.99,30,0,0,0,0,2,0,9,1,1,256,78,76,0
4,"No","Known","Other",318,30.2,30,0,0,0.1,2.7,6.3,8.7,20,1,1,595,46,42,0
0,"No","Unknown","Suburban",146,49.35,40,0,0,4.4,3.7,15.7,0,14,1,1,34,42,44,0
9,"No","Known","Suburban",485,72.44,30,1.49,108,0,3.3,17.3,0,18,1,1,541,60,58,0
0,"No","Unknown","Other",1482,50.56,60,0,0,0,26.7,93.7,19.7,8,1,1,224,42,44,0
1,"No","Known","Rural",1448,123.83,89,0.25,87,1.8,3,44.7,5.7,16,2,2,218,30,30,0
0,"No","Unknown","Other",308,42.41,52,0,0,0,1,27.7,2.7,22,2,1,502,42,44,0
0,"No","Unknown","Other",1885,78.68,102,0,48,0,2.7,178,19.7,40,1,1,556,42,44,0
4,"Yes","Known","Suburban",593,18.86,10,0.99,18,0,4,35.7,0.7,36,2,2,350,32,52,0
7,"No","Known","Other",420,70.57,50,2.97,41,5.4,1,6.7,0,16,4,2,479,42,44,0
1,"Yes","Known","Town",306,50.8,50,0,0,0.8,5.3,25,0,24,1,1,726,40,46,0
5,"No","Known","Suburban",552,40.94,40,0.25,56,0.6,3.3,26.3,0.3,29,2,2,718,54,22,0
1,"No","Unknown","Other",86,47.68,53,0.25,0,0.1,1,36,0,17,2,1,517,24,44,0
2,"No","Known","Suburban",517,30,30,0,0,0,2.3,31.3,1.3,21,1,1,613,80,76,0
0,"No","Unknown","Other",1298,68.94,70,0.25,47,0,1.3,48.7,0.3,7,2,2,214,42,44,0
0,"No","Unknown","Other",151,30.52,40,0,0,0.3,1.7,16.3,2.3,7,1,1,203,42,44,0
6,"No","Known","Suburban",248,50.73,60,0.74,0,0,0,0,0,15,3,2,446,64,44,0
5,"Yes","Known","Suburban",62,17.22,17,0,0,0,0,17,0,35,1,1,1073,52,50,0
7,"No","Known","Suburban",144,42.32,33,0,0,0,1.3,0.7,0,19,1,1,78,58,44,0
9,"Yes","Known","Suburban",232,52.94,80,0,0,0,4,8.7,0,6,2,2,182,44,42,0
5,"No","Known","Rural",42,30.63,40,0,0,0.6,1.3,3,0,12,1,1,376,26,44,0
3,"No","Known","Town",16,39.99,40,0,0,0,0,1.7,0.3,22,1,1,384,74,44,0
8,"No","Known","Other",323,49.07,50,0.25,0,0,0.7,9,0,26,3,2,525,30,44,0
4,"No","Known","Suburban",148,15.38,10,1.73,14,0,2,12.7,0,11,5,3,309,52,48,0
0,"No","Unknown","Other",777,69.93,79,0,26,0,2,18.3,0.3,9,1,1,250,42,44,0
0,"No","Unknown","Suburban",404,71.51,45,2.23,71,5,8.3,34,3.3,10,1,1,283,42,44,0
3,"No","Known","Other",801,119.39,34,1.24,219,0,9.3,99.3,3.3,27,1,1,470,50,38,0
5,"No","Known","Other",256,37.43,50,0.25,0,0.4,0.7,12.7,0.7,7,1,1,197,42,44,0
3,"No","Unknown","Other",102,26.39,25,0.25,0,0,2,4.3,0,25,1,1,758,42,44,0
0,"No","Unknown","Suburban",490,112.16,40,1.73,201,0,9,2,0,35,2,2,138,42,44,0
0,"No","Unknown","Town",1443,66.39,42,3.96,46,5.6,2.7,57,9.3,14,1,1,405,42,44,0
5,"No","Unknown","Other",1438,73.83,73,1.49,17,0.6,55.3,59.3,22.7,15,1,1,57,32,44,0
0,"No","Unknown","Town",26,31.3,30,0,0,1,1.7,1,0,16,1,1,482,42,44,0
0,"No","Unknown","Other",1028,76.19,50,0.99,46,0,3.7,27.7,0,16,4,2,485,42,44,0
4,"No","Known","Suburban",632,65.29,70,1.73,0,0,7,87.7,3.7,13,1,1,264,20,44,0
0,"No","Unknown","Other",676,75.02,60,0,48,10.8,10.3,28.7,0,11,1,1,349,42,44,0
7,"Yes","Known","Suburban",236,45.94,49,0.74,0,0,13,29,0,7,1,1,208,44,44,0
1,"No","Known","Town",1274,71.49,65,0,41,0,2,96.3,13.3,35,1,1,15,28,44,0
6,"Yes","Known","Town",298,30.29,40,0,0,0,0.3,12.3,0,10,2,2,296,56,46,0
7,"Yes","Known","Town",502,23.89,10,4.46,20,1.9,7.3,24.7,0,16,2,2,480,32,30,0
4,"No","Known","Other",1525,95.09,85,1.49,0,5.2,23,183.7,5.3,12,2,2,70,52,30,0
