"MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn","IncomeGroup_1","IncomeGroup_2","IncomeGroup_3","IncomeGroup_4","IncomeGroup_5","IncomeGroup_6","IncomeGroup_7","IncomeGroup_8","IncomeGroup_9","ChildrenInHH_Yes","Homeownership_Unknown","PrizmCode_Rural","PrizmCode_Suburban","PrizmCode_Town"
470,50,48,1.49,0,0.3,2.7,14.3,0.7,19,2,1,263,42,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,64,32,0.5,107,0,4,7.3,0.3,35,2,2,167,30,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
964,83.2,60,0.5,89,0,10,66.3,3.7,9,1,1,271,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1327,88.7,50,1.73,94,0,3.7,66,7,11,1,1,76,48,22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1612,143,80,0.25,204,0,48.3,79.3,0.7,6,1,1,20,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,60,70,0,0,0,0.7,4.3,0,7,1,1,192,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
718,77.3,46,0.74,106,0,2,25.3,0.3,18,1,1,541,36,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
454,67.1,60,0,0,16.9,4,23.3,0,21,1,1,632,60,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
164,20.4,22,0.74,0,0,0,0,0,38,2,2,517,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,43,55,0.5,0,0,1.3,12.3,1.3,13,1,1,173,54,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
369,16.5,10,0,26,0,2.3,12,0.7,11,4,2,323,50,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
199,55.1,30,0.25,71,0,0.3,6,0,19,2,2,575,46,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
547,61.2,35,0,66,0,0,0,0,34,1,1,393,42,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
313,43.1,35,3.71,4,0.6,1,25,0.3,31,1,1,189,28,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
523,77.2,40,0,127,0.3,2,11.7,7,10,1,1,302,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1024,74.7,60,4.95,49,0,9,65.3,0,13,1,1,152,52,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
146,43.2,50,0,0,1.8,1,3.3,0,16,1,1,481,46,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
175,10.2,10,0.5,0,0,0.7,5,1.3,7,3,2,204,42,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
128,30,30,0,0,0,0.7,1,0,29,1,1,584,38,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,46,45,0.74,0,0,2,16,0.7,7,3,3,213,76,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,40,50,0,0,0,4,0,2.7,11,1,1,325,52,24,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5,19.9,20,0,0,0,0.3,1.3,0,20,1,1,607,54,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,30,30,0,0,0,0,4,0,25,1,1,747,72,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
987,63.4,71,0,0,0,14.7,55.7,6.7,15,1,1,81,26,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,43.4,35,0.5,1,0,5.3,18.7,0.3,14,1,1,237,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
387,30.7,40,0,0,0.7,0,0,0,11,1,1,336,32,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
314,49,30,0,51,0,6,1.7,0,12,6,5,371,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,75,75,0,0,0,2,19.7,0,15,1,1,451,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
977,50.2,60,0.25,0,0,4,34.3,0.7,8,1,1,254,24,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,50.7,70,0.25,0,0,8,106,3.3,15,1,1,436,42,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
628,71.1,70,3.96,36,2.6,2.3,46.7,0,9,1,1,271,36,46,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
379,49.8,40,4.95,0,4.8,1.7,25.3,0,35,2,1,223,56,50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
322,65.2,49,0,19,0.5,0.3,12.3,0.3,21,4,3,634,48,50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
205,42.5,31,0,0,0,2,17,1.3,13,1,1,79,46,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3315,179,160,1.49,72,3.4,51.7,203,4,14,1,1,110,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
308,34.3,30,0.25,0,0,7,13.3,1,53,3,1,556,40,38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,20.2,20,0,0,0,0,3,0,14,1,1,419,46,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1001,118,60,0.5,195,0,10.3,43,0,9,1,1,126,62,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1053,130,87,0.5,202,0,16.3,25,7.3,28,2,2,465,34,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
751,40.5,49,0.99,0,0,2.7,36,4,14,1,1,183,38,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,50.4,60,0,0,0,0.7,3,0,25,2,2,769,40,40,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
585,60.1,70,0,32,0,2.3,18.7,2,19,2,2,563,36,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
551,36.2,45,1.24,0,0,5.3,1.7,1,34,1,1,157,26,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
568,55.7,50,0.74,37,0.2,4.7,14.7,1.7,15,1,1,64,56,58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
498,119,28,0.99,230,0.2,1.3,3.3,0,11,1,1,324,40,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
49,31.1,30,0,0,1.1,1.3,6.7,0,29,3,3,874,48,46,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
284,58,45,0.25,57,0,4.7,15.3,0,11,1,1,320,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,50.1,60,0,0,0,2.3,4.3,0,10,1,1,292,52,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,53.2,50,0,0,0,1.3,12,0.7,24,1,1,728,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
68,8.34,10,0,0,0,0.7,25.3,0,18,2,2,521,48,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
347,33.5,40,0,9,0,6,4,13,8,1,1,255,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
595,56.3,55,0,18,3.7,1.3,17.3,0,14,1,1,30,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167,30.9,30,0,3,0,0,0,0,10,1,1,296,34,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
375,47.4,10,0.5,1,0,3.3,17.3,0.3,17,2,2,514,40,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
489,78.3,50,0,0,4.1,0.7,4.7,1.3,25,1,1,744,26,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
378,50,50,0,0,0,0.7,63,1.3,24,1,1,703,36,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,30.2,40,0.25,0,0,0.7,3.7,0,16,1,1,477,32,34,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
187,41,30,0,5,0,2,14.3,4.3,19,1,1,54,48,52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
301,11.2,10,0,5,0,3.3,4.7,0,22,2,2,649,24,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,61.2,70,1.49,0,4.2,3.7,34.3,0,7,1,1,219,42,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,32.8,32,0,1,0,0.3,9,0,21,2,2,634,48,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
906,50.8,10,0,56,18.5,1.3,25.7,1.7,6,2,2,188,48,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
920,106,60,0.5,147,0.3,10.3,33.7,2,14,1,1,435,32,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,10.2,10,0.25,0,0,5.7,13.7,0.3,10,4,4,289,54,52,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
142,34.9,30,0,13,0,2.3,2.3,0.3,23,2,2,216,40,36,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1190,102,66,1.98,141,0,14,25,0.7,16,1,1,117,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1525,148,95,5.45,163,0.2,8,40.7,3,11,2,1,330,30,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,31.2,30,0,1,0,0,0,0,8,1,1,242,48,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
112,13,10,0,10,0,0.3,3.3,0,21,2,2,639,52,48,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
30,28.5,31,0.25,15,0.2,1.7,2.3,0,10,1,1,313,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
80,30.6,10,0.25,12,0,0,0.7,0,10,1,1,298,26,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
638,53.8,50,0,21,0.1,3.3,39.3,0.7,15,1,1,467,42,18,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
348,39.4,45,1.73,0,0.2,0.3,0.7,0,12,1,1,361,58,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,55.8,30,0,74,0,2.7,6.7,0,23,1,1,693,30,44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
474,71.6,45,0.5,93,0,3.7,32.7,0.7,21,1,1,651,42,44,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
185,33.2,30,0,0,0,3,15,0,17,1,1,526,42,44,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
738,95.9,21,0.25,173,0,12.3,0,0,18,1,1,545,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,32.2,30,0.25,4,0,3.7,19.3,0,45,1,1,271,54,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,10.1,10,0,0,0,0,2.7,0,13,2,2,398,56,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,53.7,50,0,12,0,0,0,0,13,1,1,367,26,44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
90,10.1,10,0,0,0,1,6.7,0,13,3,3,373,56,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1134,76.8,60,0,22,0,2.7,29,6.7,23,1,1,696,34,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,28.3,43,0.5,0,0,3.3,11,1,44,1,1,445,58,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,40.2,30,1.24,25,0.3,0.3,20,2.3,30,1,1,543,44,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1200,76.4,45,0,118,0,24.7,79.7,0,9,1,1,273,42,44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
97,33.5,30,0.25,0,0,2,16,1.3,18,1,1,222,64,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
387,39.5,32,2.48,0,0.5,5,13.7,1.3,22,2,2,368,78,78,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2308,240,102,0.99,575,7.7,30,84.7,0.3,31,2,2,52,42,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,49.2,32,0.99,45,0.6,3.3,15,0,25,1,1,752,32,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
596,68,40,0,108,0,2,36,1.3,15,3,1,365,56,54,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
796,93,105,0,27,0,2.7,51.3,2.7,7,2,2,197,42,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
724,107,50,0.5,188,0,25.7,40,0,30,1,1,35,60,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,10,10,0,0,0,0.3,6.7,0,14,2,2,425,34,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
831,114,80,1.98,86,5.8,21.3,50.3,1,9,1,1,263,42,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
628,145,60,0,217,0,4.7,97,0,19,1,1,560,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,31.2,30,1.24,0,0,3.3,3.7,0,11,2,2,306,42,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
390,46.7,56,0,0,0.6,2,18.3,2,20,1,1,78,24,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
879,115,70,4.95,145,3.5,13.3,25.3,0,6,1,1,181,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,41.6,45,0.5,22,0,11.3,29,2.3,36,1,1,760,38,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
920,135,55,0,72,0.4,8,16,0.3,7,1,1,57,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,23.9,10,1.49,31,0,0.7,4.3,0,13,4,3,30,48,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2139,202,84,0.74,336,6.7,39.7,238,8.3,36,2,2,395,40,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2578,113,110,0.99,40,0,45.3,109,23.7,11,1,1,33,36,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1498,63,50,0,26,6.7,27.3,137,22,23,2,1,94,44,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,30,30,0,0,0,1.7,2.7,0,8,1,1,239,36,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,50.5,50,0,0,0,2,4.3,0,24,1,1,718,72,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,41.8,48,0.25,0,0.7,4,12.7,0.3,27,3,2,77,66,56,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
212,43.4,40,0,0,0.2,9,17,0,35,2,1,63,52,52,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
212,38.8,30,0,21,1.4,3.7,15.3,0,15,1,1,454,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,35.3,35,0,0,0,2,8,0,23,1,1,701,42,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
538,64.3,35,1.49,98,0,5,51,3.3,23,2,2,198,46,48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
77,35.2,47,0.25,0,0,0.7,3,0,8,1,1,245,32,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
461,53.2,60,0,0,0,4,32,0,16,1,1,472,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,6.66,5,0.25,0,1.6,1.7,5,0.3,9,2,2,265,58,58,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1021,125,90,1.24,120,0,9,18.3,0,18,1,1,547,52,52,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1177,196,60,2.97,397,0.9,14.3,57.7,1.3,20,1,1,105,38,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,36,30,0.25,16,0,0,0,0,8,1,1,241,42,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
289,31.6,23,0,0,0,10.7,2,3.7,14,1,1,250,24,44,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
368,45,42,0.25,16,0.1,0.7,18,0.7,23,1,1,690,34,44,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2934,121,70,0.99,176,0,42.3,131,37,8,1,1,227,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2720,523,68,0.5,1418,0,7.3,83.7,0,25,1,1,90,56,52,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
297,50.4,50,0,0,0.4,2.7,22.7,0,25,1,1,301,42,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,32.6,30,0.5,0,1.8,2.7,46,4.3,23,2,2,624,58,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,10.1,10,0,0,0,1,22.3,0,14,6,4,398,58,52,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
363,88,85,0.74,0,1.5,1,35.3,0,14,2,1,418,42,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
232,31,40,0.74,0,0,0,0,0,8,3,3,247,48,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
217,38,52,0,0,0.2,3.7,10.7,0,8,1,1,229,66,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
988,35,45,0,0,0,7,37.7,2,13,1,1,383,24,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
668,47.5,60,0,0,0,7,54.3,13,31,1,1,66,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
49,32.4,17,0,14,0,1,4.3,0,38,1,1,1155,58,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286,15.1,10,1.98,0,0,1.7,13.7,0,24,2,2,716,42,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295,46.4,46,0,0,0,3,9.7,3,37,2,2,1109,74,70,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1332,65.3,59,2.23,47,0,2,91,7.3,8,1,1,237,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
392,57.3,16,0,21,0,1.3,23,0,26,2,2,188,36,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,22.4,10,0.5,3,1.8,1.7,26.7,0,23,4,3,43,44,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
92,21.2,15,0.99,9,0,3,3,0,37,1,1,1120,34,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
412,32.3,40,0.25,0,0,0,0,0,12,1,1,362,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2891,168,67,0.74,310,79.2,17.7,73,47.3,12,1,1,359,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
266,35.2,45,0,0,0.2,3.7,18.7,3,12,1,1,83,34,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,30.1,30,0,0,0.1,1.3,1.3,0,34,1,1,735,32,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,34,40,0,0,0,3,5,0,14,2,1,404,50,44,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
193,13.2,10,0.74,26,0,1.3,10.7,0,15,2,2,444,50,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
872,51,50,0.99,0,0,33.3,48.7,6.7,9,3,2,271,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,135,95,6.68,2,38.3,5,25.7,0,8,4,4,248,40,44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1231,89.1,45,1.49,149,0,0,0,0,9,1,1,258,44,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
274,30,30,0,0,0,4.7,11,0,52,1,1,611,42,40,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
274,54,40,1.73,30,0,2,53.7,2,13,1,1,103,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,50,60,0,0,0,0,0,0,14,1,1,409,52,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
666,61.7,69,1.24,24,1.2,5.3,64.7,2.3,9,1,1,263,36,44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1169,95.5,75,0.25,84,0,40,2.7,13.3,13,1,1,384,26,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
332,40.7,40,0.74,0,0,2,33.7,1.7,11,1,1,304,44,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
592,53.5,40,0,66,0.5,0,0,0,18,2,1,169,42,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,24.9,20,0,24,0,0,0,0,45,2,2,1163,74,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130,35.8,32,0,10,0,4.7,7.3,0,18,2,2,554,26,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
302,53.5,45,0,0,18.5,7,16.3,2,7,1,1,209,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,77.2,75,0,0,1.6,1.7,4,1.7,15,1,1,462,44,44,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
1736,119,95,0.25,103,2.2,5.3,63,0.3,7,1,1,60,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,67.5,57,0.99,0,0,1,60.3,1.7,16,1,1,66,48,48,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
444,49,50,0,0,0.2,0.3,13.7,0.3,23,1,1,697,42,38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
150,32.8,30,0.25,7,0,4.7,21.3,0.7,29,1,1,522,36,68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,34.6,33,0,0,1.4,2,7.7,0,25,2,2,747,56,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153,30,30,0,0,0,0.7,1.3,0,33,1,1,983,42,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1260,198,85,1.49,56,47.1,18,61,2.7,15,4,3,-2,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
197,24.9,34,0,0,0.6,1.7,8.3,3,7,1,1,207,38,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
64,85.4,95,0.5,0,0,0,0,0,10,3,2,305,50,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
198,60,70,0,0,0,2,6,0,7,2,1,207,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
360,50.5,30,0,0,0,2,14,0,39,1,1,549,50,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,38.8,45,0,11,0,2,8.7,0,33,2,2,898,42,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
146,31.5,30,0,4,0,4.3,0,0,30,1,1,483,30,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,21.8,15,0.25,10,0,0.3,6,0,27,1,1,386,54,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3190,172,123,1.98,186,1.3,46.3,327,17.7,12,1,1,162,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
696,50,60,0,0,0,15.7,7.3,5,26,1,1,409,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,39.9,30,0,28,0,0.7,5.3,0,21,2,2,114,58,26,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2511,175,180,1.73,0,0.3,13.3,182,0,21,1,1,375,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,17.2,17,0,0,0,0,3,0,35,2,2,392,78,80,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
392,65.7,60,0.5,36,0,0.7,22.3,0,18,2,2,544,38,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
485,66.3,35,0,70,1.5,6.7,28.3,1,19,1,0,549,44,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
626,67.6,60,0,48,2.8,0,0,0,8,1,1,248,46,26,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
604,95.2,105,0.25,0,0,16,30.3,0,38,2,2,32,40,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,39.4,30,0,27,0,5,37.7,2,23,1,1,435,42,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1592,59.5,42,0.5,122,1.2,17.3,27,4.7,30,1,1,427,34,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
137,59.3,57,0.74,4,0,0.3,3,0,28,3,2,464,26,22,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1539,186,50,0.25,457,0.6,6.7,31.3,1,18,1,1,47,28,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,10.7,10,0.25,0,0.4,1.3,0.3,0,9,2,2,190,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712,61.6,52,3.46,16,1.7,2.3,39.3,1,21,3,3,633,46,44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
150,36.3,30,0,18,0,2.3,14.7,2.7,15,1,1,456,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150,35.5,35,0,0,0,3.7,4,0,32,1,1,151,58,48,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1145,117,75,0.99,143,0,11.3,62.7,1.7,17,2,2,112,68,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
755,154,25,0.99,382,0,24,84.3,10.3,14,3,3,419,50,32,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1212,46,45,0,20,0,10.3,21.7,27,7,1,1,108,42,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1100,91.5,50,12.1,60,0,11.3,51,13.3,7,1,1,190,42,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
859,55.8,60,0.99,18,0.3,10.3,53.7,1.3,25,1,1,115,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
772,50,60,0,0,0,3,27.3,0,52,1,1,547,42,44,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
844,92.1,70,4.46,94,0,9.3,22.7,2,8,1,1,230,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
290,61.9,70,1.24,0,0.7,2,15.3,0,31,1,1,191,34,44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
762,59.7,60,2.48,17,2.2,0,0,0,16,1,1,108,52,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
452,78.5,71,0,35,0,2,22,0.3,15,2,2,61,44,22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
467,67.1,35,1.24,72,0.8,0,0,0,28,1,1,169,58,50,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
131,50,50,0,0,0,1.7,7,0,27,2,2,792,46,42,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
503,10.6,10,0.5,0,0,4,4,0,15,2,2,148,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
493,45.5,45,0,18,0,5,32.3,0.7,9,1,1,283,52,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
534,62.9,60,1.73,66,0,21.7,63,3.3,35,1,1,676,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,51,50,0.74,0,0,1.3,15.3,0,28,1,1,31,42,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,35,35,0,0,0,0,6,0,27,1,1,819,72,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1490,71,60,0.99,54,0.3,6.3,42,2.7,14,1,1,428,28,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
205,35.7,45,0.25,0,0.5,2.3,23,0.7,13,1,1,381,42,40,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
